name,district,place_image,address
국립한글박물관,서울 용산구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=99d339a4-42f1-4ed3-91b1-56d746004fac,서울특별시 용산구 서빙고로 139 (용산동6가)
용산가족공원,서울 용산구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5f54bda6-1ef5-42a4-9450-01ada14882a4,서울특별시 용산구 서빙고로 185 
아이파크몰 용산점,서울 용산구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b4d9901a-98ac-4f72-b9d3-775833347cb4,서울특별시 용산구 한강대로23길 55 
청와대 사랑채,서울 종로구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ad95e4bc-1b23-41d2-aa23-f45913ac5c8e,서울특별시 종로구 효자로13길 45 
국립현대미술관 덕수궁,서울 중구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=16281c32-8740-43c6-bc9e-582939c31fc7,서울특별시 중구 세종대로 99 
신당동 떡볶이 골목,서울 중구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b3ea70e9-ed10-4c59-969e-d02920c0df02,서울특별시 중구 다산로33길 10-18 (신당동)
제일평화시장,서울 중구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=330a2733-5819-4a42-868c-4a6302ab652e,서울특별시 중구 마장로 13 (신당동)
서소문성지역사박물관,서울 중구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a3dd0169-eef8-4649-b1b8-b7cb584815e2,서울특별시 중구 칠패로 5 (의주로2가)
서울무역전시컨벤션센터(SETEC),서울 강남구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=51f69cca-07d0-4a54-8a98-cc6d4aaac79f,서울특별시 강남구 남부순환로 3104 (대치동)
한국종합무역센터(코엑스),서울 강남구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=29cbd509-8e03-43c0-8017-02ffe5de8753,서울특별시 강남구 영동대로 513 
도산공원,서울 강남구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8184fd82-11bf-4457-9714-77498e67ddda,서울특별시 강남구 도산대로45길 20 
광나루한강공원,서울 강동구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a4d38ba7-32e7-49e6-8d9c-4b7b7ca9f51f,서울특별시 강동구 선사로 83-66 
천호공원,서울 강동구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=235bfa54-e08b-46bb-86cf-e838491c8542,서울특별시 강동구 올림픽로 702 
국립4·19민주묘지,서울 강북구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a610cef7-0875-4d8f-8aee-b1274ca5f91c,서울특별시 강북구 4.19로8길 17 
롯데몰 김포공항점,서울 강서구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bace96c4-0acc-4c03-b0d9-86922b012cd7,서울특별시 강서구 하늘길  77 (방화동)
강변스파랜드,서울 광진구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2c12bcd3-3c77-4111-8236-dab08ac8bd5e,서울특별시 광진구 구의강변로 45 (구의동)
아차산,서울 광진구,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3badefb9-155e-4ca9-9042-bfc3f29e8513,서울특별시 광진구 영화사로 135 
